IMO,VesselName,VesselClass,ReferenceDate,StartDate,EndDate,QuantityKiloBarrels,Area,RunDate,OriginCountry,QuantityKiloTonnes
9445459,Olympic Lion,VLCC,2017-05-01,2017-05-23 19:45:33.000,2017-07-01 23:59:59.000,2062.0,China & Taiwan,2025-02-19,Angola,275.16
9158264,Plata Pioneer,VLCC,2017-05-01,2017-05-02 23:58:26.000,2017-06-05 17:58:33.000,1937.0,West Coast North America,2025-02-19,Ecuador,271.19
9217981,Sea Latitude,VLCC,2017-05-01,2017-05-04 15:59:00.000,2017-06-19 23:56:34.000,1996.0,Singapore / Malaysia,2025-02-19,Egypt,279.57
9293741,Titan,VLCC,2017-05-01,2017-05-20 06:05:06.000,2017-07-01 03:26:00.000,1930.0,Singapore / Malaysia,2025-02-19,Unknown,272.24
9203289,Tor,VLCC,2017-05-01,2017-03-31 23:56:50.000,2017-06-13 00:00:00.000,1929.0,China & Taiwan,2025-02-19,Unknown,272.10
9232888,Ailama,Aframax,2017-06-01,2017-06-19 11:58:02.000,2017-07-19 23:59:03.000,591.0,West Africa,2025-02-19,Bahamas,81.66
9288693,Andaman Skies,Aframax,2017-06-01,2016-11-22 04:52:42.000,2018-03-29 15:04:17.000,619.0,Baltic,2025-02-19,Russia,85.44
9292204,Andromeda,Aframax,2017-06-01,2017-06-04 10:22:25.000,2017-07-06 15:08:44.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Colombia,87.39
9297357,Arjun,Aframax,2017-06-01,2017-05-20 06:06:28.000,2017-07-04 07:00:00.000,633.0,UK Continent & North Sea,2025-02-19,United Kingdom,83.26
9262924,Bonnie,Aframax,2017-06-01,2017-06-30 23:57:49.000,2017-07-27 20:00:00.000,582.0,India & Pakistan,2025-02-19,United Arab Emirates,76.13
9154232,Britannia,Aframax,2017-06-01,2017-05-31 07:00:50.000,2017-09-11 23:00:00.000,553.0,UK Continent & North Sea,2025-02-19,Norway,73.53
9276585,CH Billion,Aframax,2017-06-01,2017-06-29 03:59:41.000,2017-07-26 00:00:00.000,577.0,Gulf of Mexico & Caribs,2025-02-19,Mexico,85.52
9194139,Divit,Aframax,2017-06-01,2017-06-01 10:27:30.000,2017-07-23 23:59:00.000,552.0,UK Continent & North Sea,2025-02-19,United Kingdom,72.61
8413502,Gebang,Aframax,2017-06-01,2016-12-22 00:00:00.000,2017-08-07 00:00:00.000,485.0,South East Asia,2025-02-19,Indonesia,63.27
9521447,Nordtulip,Aframax,2017-06-01,2017-05-19 07:58:16.000,2017-11-18 00:00:00.000,588.0,Gulf of Mexico & Caribs,2025-02-19,United States,76.78
9439395,PS Amalfi,Aframax,2017-06-01,2017-06-29 11:59:27.000,2017-08-24 15:58:16.000,607.0,Arabian Gulf & Rea Sea,2025-02-19,United Arab Emirates,79.26
9395379,Pacific 01,Aframax,2017-06-01,2017-06-30 19:00:31.000,2017-07-30 18:00:31.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Aruba,82.43
9185279,Petroleum 115,Aframax,2017-06-01,2016-12-07 03:17:00.000,2018-10-04 21:11:31.500,609.0,South East Asia,2025-02-19,Indonesia,82.19
8715508,Theresa Arctic,Aframax,2017-06-01,2017-06-10 03:32:00.000,2017-07-12 15:57:28.000,468.0,South East Africa,2025-02-19,Indonesia,61.05
9724087,Thomas Zafiras,Aframax,2017-06-01,2017-05-17 18:12:15.600,2017-07-15 10:00:00.000,634.0,UK Continent & North Sea,2025-02-19,Norway,84.91
9271377,Trident Hope,Aframax,2017-06-01,2017-06-26 19:06:02.000,2017-08-15 00:00:00.000,591.0,West Africa,2025-02-19,Cameroon,85.36
9180267,W Stars,Aframax,2017-06-01,2016-11-26 15:00:22.000,2017-10-15 21:00:22.000,593.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,94.22
9313254,Mampu 1,MR2,2017-06-01,2016-11-14 03:40:38.000,2019-01-11 04:15:20.200,311.0,Singapore / Malaysia,2025-02-19,Unknown,43.87
8801280,Song Doc Pride Mv 19,Panamax,2017-06-01,2017-02-25 17:01:27.800,2017-12-02 19:54:21.800,365.0,West Africa,2025-02-19,Unknown,51.49
9399492,Cascade Spirit,Suezmax,2017-06-01,2017-06-24 19:56:52.000,2017-08-02 12:55:01.000,983.0,West Coast North America,2025-02-19,United States,128.21
8915794,Nataly,Suezmax,2017-06-01,2017-06-10 15:58:21.000,2017-08-20 07:58:01.000,899.0,West Africa,2025-02-19,Unknown,126.81
9586734,Rio Orinoco,Suezmax,2017-06-01,2017-06-05 11:00:08.000,2017-07-07 15:49:08.000,994.0,"Korea, Japan & Russian Pacific",2025-02-19,Unknown,140.21
9356608,Sanchi,Suezmax,2017-06-01,2017-05-29 07:52:15.000,2017-07-20 23:07:40.000,1029.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,149.13
9172040,Sevda,Suezmax,2017-06-01,2017-06-03 19:59:11.000,2017-07-04 15:58:15.000,1001.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,135.67
9357353,Sevin,Suezmax,2017-06-01,2017-06-23 04:23:00.000,2017-07-30 23:55:38.000,1029.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,144.02
9116412,Arman 114,VLCC,2017-06-01,2017-06-05 11:42:17.000,2017-07-18 15:57:45.000,1767.0,Singapore / Malaysia,2025-02-19,Qatar,212.03
9500728,As Suwayq,VLCC,2017-06-01,2017-06-02 14:31:24.000,2017-07-19 19:00:00.000,2061.0,Arabian Gulf & Rea Sea,2025-02-19,Kuwait,284.56
9284946,Australis,VLCC,2017-06-01,2017-05-06 10:54:32.000,2017-09-15 00:05:32.000,1930.0,Singapore / Malaysia,2025-02-19,Norway,268.70
9595216,Boston,VLCC,2017-06-01,2017-06-26 22:01:47.000,2017-09-06 17:00:00.000,1936.0,UK Continent & North Sea,2025-02-19,United Kingdom,254.66
9206310,Centuries,VLCC,2017-06-01,2016-12-17 09:35:34.400,2017-07-31 07:00:00.000,1997.0,Mediterranean,2025-02-19,Iraq,280.95
9116931,Concord M,VLCC,2017-06-01,2017-05-23 16:00:56.000,2018-06-11 23:51:47.000,1945.0,Singapore / Malaysia,2025-02-19,Unknown,274.35
9077874,Crown,VLCC,2017-06-01,2017-06-22 16:23:54.383,2017-12-05 20:10:00.000,1925.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,271.53
9179646,Crown,VLCC,2017-06-01,2016-10-22 21:01:43.400,2018-03-21 09:32:05.000,2008.0,Singapore / Malaysia,2025-02-19,Unknown,283.24
9569700,Derya,VLCC,2017-06-01,2017-04-04 11:50:28.000,2017-07-10 09:31:00.000,2060.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,244.06
9395305,Desimi,VLCC,2017-06-01,2017-04-29 18:18:54.800,2017-07-23 00:00:00.000,1916.0,UK Continent & North Sea,2025-02-19,United Kingdom,252.03
9218478,Diamond II,VLCC,2017-06-01,2017-03-20 07:05:00.000,2017-08-21 23:16:00.000,1916.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,227.00
9031650,La Paz,VLCC,2017-06-01,2017-05-08 07:59:33.000,2017-08-11 23:58:39.000,1934.0,Singapore / Malaysia,2025-02-19,Malaysia,249.65
9203277,Lexie,VLCC,2017-06-01,2017-06-02 16:01:21.800,2017-08-16 04:00:00.000,1929.0,"Korea, Japan & Russian Pacific",2025-02-19,Angola,253.21
9379727,New Frontier,VLCC,2017-06-01,2017-06-28 05:58:12.000,2017-08-10 00:00:00.000,1912.0,Singapore / Malaysia,2025-02-19,Russia,263.91
9486532,New Pioneer,VLCC,2017-06-01,2017-06-30 21:33:02.800,2017-08-30 00:00:00.000,1917.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,268.30
9486506,New Wisdom,VLCC,2017-06-01,2017-05-26 17:46:36.000,2017-07-03 14:22:20.000,2052.0,Singapore / Malaysia,2025-02-19,Unknown,289.45
9183350,Northern S,VLCC,2017-06-01,2015-11-16 18:06:17.167,2018-02-01 08:05:00.000,1814.0,Singapore / Malaysia,2025-02-19,Unknown,255.88
9445459,Olympic Lion,VLCC,2017-06-01,2017-05-23 19:45:33.000,2017-07-01 23:59:59.000,2062.0,China & Taiwan,2025-02-19,Angola,275.16
9198317,Phonix,VLCC,2017-06-01,2017-06-07 07:57:31.000,2017-08-06 07:59:09.000,1816.0,Singapore / Malaysia,2025-02-19,Oman,243.49
9246633,Sa Oceania,VLCC,2017-06-01,2017-06-09 03:59:47.000,2017-10-02 03:57:44.000,2849.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,401.87
9569633,Stream,VLCC,2017-06-01,2017-06-22 16:22:07.887,2017-08-14 00:00:00.000,2049.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,242.76
9293741,Titan,VLCC,2017-06-01,2017-05-20 06:05:06.000,2017-07-01 03:26:00.000,1930.0,Singapore / Malaysia,2025-02-19,Unknown,272.24
9288693,Andaman Skies,Aframax,2017-07-01,2016-11-22 04:52:42.000,2018-03-29 15:04:17.000,619.0,Baltic,2025-02-19,Russia,85.44
9154232,Britannia,Aframax,2017-07-01,2017-05-31 07:00:50.000,2017-09-11 23:00:00.000,553.0,UK Continent & North Sea,2025-02-19,Norway,73.53
8413502,Gebang,Aframax,2017-07-01,2016-12-22 00:00:00.000,2017-08-07 00:00:00.000,485.0,South East Asia,2025-02-19,Indonesia,63.27
9514169,Green Warrior,Aframax,2017-07-01,2017-07-22 03:58:23.000,2017-09-01 09:17:56.500,583.0,Singapore / Malaysia,2025-02-19,South Sudan,83.07
9440526,Minerva Elpida,Aframax,2017-07-01,2017-07-31 12:44:31.200,2017-08-24 09:30:00.000,629.0,Mediterranean,2025-02-19,Libya,81.80
9624067,Nordlotus,Aframax,2017-07-01,2017-07-29 12:01:36.400,2017-08-20 00:00:00.000,581.0,Gulf of Mexico & Caribs,2025-02-19,United States,75.87
9521447,Nordtulip,Aframax,2017-07-01,2017-05-19 07:58:16.000,2017-11-18 00:00:00.000,588.0,Gulf of Mexico & Caribs,2025-02-19,United States,76.78
9439395,PS Amalfi,Aframax,2017-07-01,2017-06-29 11:59:27.000,2017-08-24 15:58:16.000,607.0,Arabian Gulf & Rea Sea,2025-02-19,United Arab Emirates,79.26
9185279,Petroleum 115,Aframax,2017-07-01,2016-12-07 03:17:00.000,2018-10-04 21:11:31.500,609.0,South East Asia,2025-02-19,Indonesia,82.19
9250907,Rani,Aframax,2017-07-01,2017-07-13 11:57:00.000,2017-08-23 11:08:01.000,597.0,South East Asia,2025-02-19,Thailand,77.27
9419137,Sikar,Aframax,2017-07-01,2017-07-22 10:24:05.200,2017-08-07 08:05:49.000,629.0,UK Continent & North Sea,2025-02-19,Norway,83.64
9271377,Trident Hope,Aframax,2017-07-01,2017-06-26 19:06:02.000,2017-08-15 00:00:00.000,591.0,West Africa,2025-02-19,Cameroon,85.36
9180267,W Stars,Aframax,2017-07-01,2016-11-26 15:00:22.000,2017-10-15 21:00:22.000,593.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,94.22
9313254,Mampu 1,MR2,2017-07-01,2016-11-14 03:40:38.000,2019-01-11 04:15:20.200,311.0,Singapore / Malaysia,2025-02-19,Unknown,43.87
8617081,Pirai,Panamax,2017-07-01,2017-07-05 15:58:26.000,2017-08-26 15:59:19.000,389.0,East Coast South America,2025-02-19,Brazil,56.51
8801280,Song Doc Pride Mv 19,Panamax,2017-07-01,2017-02-25 17:01:27.800,2017-12-02 19:54:21.800,365.0,West Africa,2025-02-19,Unknown,51.49
9588146,Brightway,Suezmax,2017-07-01,2017-07-09 07:56:41.000,2017-08-24 09:53:09.000,1003.0,West Africa,2025-02-19,Nigeria,126.28
9399492,Cascade Spirit,Suezmax,2017-07-01,2017-06-24 19:56:52.000,2017-08-02 12:55:01.000,983.0,West Coast North America,2025-02-19,United States,128.21
8915794,Nataly,Suezmax,2017-07-01,2017-06-10 15:58:21.000,2017-08-20 07:58:01.000,899.0,West Africa,2025-02-19,Unknown,126.81
9000194,Navarino,Suezmax,2017-07-01,2017-07-22 14:44:04.000,2019-06-18 12:00:00.000,922.0,West Africa,2025-02-19,Nigeria,125.57
9159672,Nordic Aurora,Suezmax,2017-07-01,2017-07-10 06:44:46.000,2017-08-27 19:57:36.000,923.0,Singapore / Malaysia,2025-02-19,Unknown,130.20
9612052,Sigrun,Suezmax,2017-07-01,2017-07-07 14:06:39.000,2017-08-23 18:58:23.000,979.0,Gulf of Mexico & Caribs,2025-02-19,"Bonaire, Sint Eustatius and Saba",139.64
9284946,Australis,VLCC,2017-07-01,2017-05-06 10:54:32.000,2017-09-15 00:05:32.000,1930.0,Singapore / Malaysia,2025-02-19,Norway,268.70
9595216,Boston,VLCC,2017-07-01,2017-06-26 22:01:47.000,2017-09-06 17:00:00.000,1936.0,UK Continent & North Sea,2025-02-19,United Kingdom,254.66
9116931,Concord M,VLCC,2017-07-01,2017-05-23 16:00:56.000,2018-06-11 23:51:47.000,1945.0,Singapore / Malaysia,2025-02-19,Unknown,274.35
9077874,Crown,VLCC,2017-07-01,2017-06-22 16:23:54.383,2017-12-05 20:10:00.000,1925.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,271.53
9179646,Crown,VLCC,2017-07-01,2016-10-22 21:01:43.400,2018-03-21 09:32:05.000,2008.0,Singapore / Malaysia,2025-02-19,Unknown,283.24
9292228,Crystal Rose,VLCC,2017-07-01,2017-07-01 02:49:28.800,2017-08-02 00:00:00.000,1970.0,Arabian Gulf & Rea Sea,2025-02-19,Kuwait,272.00
9158898,Dai Sy,VLCC,2017-07-01,2017-07-04 06:04:19.200,2017-09-11 06:04:19.000,1943.0,Singapore / Malaysia,2025-02-19,Unknown,274.07
9218478,Diamond II,VLCC,2017-07-01,2017-03-20 07:05:00.000,2017-08-21 23:16:00.000,1916.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,227.00
9031650,La Paz,VLCC,2017-07-01,2017-05-08 07:59:33.000,2017-08-11 23:58:39.000,1934.0,Singapore / Malaysia,2025-02-19,Malaysia,249.65
9203277,Lexie,VLCC,2017-07-01,2017-06-02 16:01:21.800,2017-08-16 04:00:00.000,1929.0,"Korea, Japan & Russian Pacific",2025-02-19,Angola,253.21
9379727,New Frontier,VLCC,2017-07-01,2017-06-28 05:58:12.000,2017-08-10 00:00:00.000,1912.0,Singapore / Malaysia,2025-02-19,Russia,263.91
9486532,New Pioneer,VLCC,2017-07-01,2017-06-30 21:33:02.800,2017-08-30 00:00:00.000,1917.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,268.30
9183350,Northern S,VLCC,2017-07-01,2015-11-16 18:06:17.167,2018-02-01 08:05:00.000,1814.0,Singapore / Malaysia,2025-02-19,Unknown,255.88
9470040,Olympic Leopard,VLCC,2017-07-01,2017-07-04 11:59:39.000,2017-08-17 15:59:44.000,2061.0,UK Continent & North Sea,2025-02-19,Russia,284.47
9198317,Phonix,VLCC,2017-07-01,2017-06-07 07:57:31.000,2017-08-06 07:59:09.000,1816.0,Singapore / Malaysia,2025-02-19,Oman,243.49
9246633,Sa Oceania,VLCC,2017-07-01,2017-06-09 03:59:47.000,2017-10-02 03:57:44.000,2849.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,401.87
9569633,Stream,VLCC,2017-07-01,2017-06-22 16:22:07.887,2017-08-14 00:00:00.000,2049.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,242.76
9173721,Alexia 3,Aframax,2017-08-01,2017-08-21 19:54:54.000,2017-10-15 00:00:00.000,587.0,Gulf of Mexico & Caribs,2025-02-19,Colombia,82.01
9288693,Andaman Skies,Aframax,2017-08-01,2016-11-22 04:52:42.000,2018-03-29 15:04:17.000,619.0,Baltic,2025-02-19,Russia,85.44
9154232,Britannia,Aframax,2017-08-01,2017-05-31 07:00:50.000,2017-09-11 23:00:00.000,553.0,UK Continent & North Sea,2025-02-19,Norway,73.53
9271327,Cup,Aframax,2017-08-01,2017-08-30 17:31:14.000,2017-10-02 00:24:45.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,87.73
9726592,Front Lynx,Aframax,2017-08-01,2017-08-07 23:56:59.000,2017-09-10 07:56:07.000,612.0,UK Continent & North Sea,2025-02-19,Iraq,88.70
9514169,Green Warrior,Aframax,2017-08-01,2017-07-22 03:58:23.000,2017-09-01 09:17:56.500,583.0,Singapore / Malaysia,2025-02-19,South Sudan,83.07
9427471,Jasmin Joy,Aframax,2017-08-01,2017-08-06 07:59:08.000,2017-09-30 07:58:09.000,583.0,Singapore / Malaysia,2025-02-19,Iran,69.07
9521447,Nordtulip,Aframax,2017-08-01,2017-05-19 07:58:16.000,2017-11-18 00:00:00.000,588.0,Gulf of Mexico & Caribs,2025-02-19,United States,76.78
9291236,Omera Legacy,Aframax,2017-08-01,2017-08-26 10:21:19.000,2017-09-14 10:21:19.000,597.0,Gulf of Mexico & Caribs,2025-02-19,Mexico,88.48
9185279,Petroleum 115,Aframax,2017-08-01,2016-12-07 03:17:00.000,2018-10-04 21:11:31.500,609.0,South East Asia,2025-02-19,Indonesia,82.19
9247780,Turaco,Aframax,2017-08-01,2017-08-06 22:57:58.000,2017-09-13 07:02:46.000,594.0,China & Taiwan,2025-02-19,East Timor,70.52
9173733,Umnenga I,Aframax,2017-08-01,2017-08-26 16:34:07.400,2017-09-18 06:07:51.000,587.0,Mediterranean,2025-02-19,Libya,78.52
9180267,W Stars,Aframax,2017-08-01,2016-11-26 15:00:22.000,2017-10-15 21:00:22.000,593.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,94.22
9313254,Mampu 1,MR2,2017-08-01,2016-11-14 03:40:38.000,2019-01-11 04:15:20.200,311.0,Singapore / Malaysia,2025-02-19,Unknown,43.87
8801280,Song Doc Pride Mv 19,Panamax,2017-08-01,2017-02-25 17:01:27.800,2017-12-02 19:54:21.800,365.0,West Africa,2025-02-19,Unknown,51.49
9000194,Navarino,Suezmax,2017-08-01,2017-07-22 14:44:04.000,2019-06-18 12:00:00.000,922.0,West Africa,2025-02-19,Nigeria,125.57
9438418,Nordic Cross,Suezmax,2017-08-01,2017-08-05 03:41:16.000,2017-09-08 14:50:00.000,993.0,West Africa,2025-02-19,Nigeria,139.11
9284946,Australis,VLCC,2017-08-01,2017-05-06 10:54:32.000,2017-09-15 00:05:32.000,1930.0,Singapore / Malaysia,2025-02-19,Norway,268.70
9595216,Boston,VLCC,2017-08-01,2017-06-26 22:01:47.000,2017-09-06 17:00:00.000,1936.0,UK Continent & North Sea,2025-02-19,United Kingdom,254.66
9116931,Concord M,VLCC,2017-08-01,2017-05-23 16:00:56.000,2018-06-11 23:51:47.000,1945.0,Singapore / Malaysia,2025-02-19,Unknown,274.35
9077874,Crown,VLCC,2017-08-01,2017-06-22 16:23:54.383,2017-12-05 20:10:00.000,1925.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,271.53
9179646,Crown,VLCC,2017-08-01,2016-10-22 21:01:43.400,2018-03-21 09:32:05.000,2008.0,Singapore / Malaysia,2025-02-19,Unknown,283.24
9148635,DS Velvet,VLCC,2017-08-01,2017-08-25 12:00:46.000,2017-10-18 01:00:46.000,1945.0,China & Taiwan,2025-02-19,Malaysia,251.07
9158898,Dai Sy,VLCC,2017-08-01,2017-07-04 06:04:19.200,2017-09-11 06:04:19.000,1943.0,Singapore / Malaysia,2025-02-19,Unknown,274.07
9322281,Daishan,VLCC,2017-08-01,2017-08-10 11:09:07.000,2017-09-16 03:45:35.000,1978.0,China & Taiwan,2025-02-19,United States,257.98
9202716,Delta Millennium,VLCC,2017-08-01,2017-08-17 07:58:44.000,2017-10-02 23:51:22.000,1945.0,Singapore / Malaysia,2025-02-19,Nigeria,253.83
9722924,Front Cloud,VLCC,2017-08-01,2017-08-11 23:59:10.000,2017-11-12 00:00:00.000,1932.0,Singapore / Malaysia,2025-02-19,Unknown,272.52
9183350,Northern S,VLCC,2017-08-01,2015-11-16 18:06:17.167,2018-02-01 08:05:00.000,1814.0,Singapore / Malaysia,2025-02-19,Unknown,255.88
9246633,Sa Oceania,VLCC,2017-08-01,2017-06-09 03:59:47.000,2017-10-02 03:57:44.000,2849.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,401.87
9173721,Alexia 3,Aframax,2017-09-01,2017-08-21 19:54:54.000,2017-10-15 00:00:00.000,587.0,Gulf of Mexico & Caribs,2025-02-19,Colombia,82.01
9288693,Andaman Skies,Aframax,2017-09-01,2016-11-22 04:52:42.000,2018-03-29 15:04:17.000,619.0,Baltic,2025-02-19,Russia,85.44
9313486,Ark,Aframax,2017-09-01,2017-09-03 03:55:24.000,2017-10-04 23:55:40.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Colombia,88.55
9283306,Buddha,Aframax,2017-09-01,2017-09-07 21:10:00.000,2017-10-28 11:58:36.000,611.0,Singapore / Malaysia,2025-02-19,Qatar,73.32
9395331,Corossol,Aframax,2017-09-01,2017-09-03 15:55:10.000,2017-11-03 23:30:27.000,596.0,Gulf of Mexico & Caribs,2025-02-19,Mexico,88.33
9271327,Cup,Aframax,2017-09-01,2017-08-30 17:31:14.000,2017-10-02 00:24:45.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,87.73
9265756,Life,Aframax,2017-09-01,2017-09-15 03:29:31.500,2017-10-23 06:54:48.000,644.0,Singapore / Malaysia,2025-02-19,United States,83.99
9336397,Lillesand,Aframax,2017-09-01,2017-09-06 15:58:43.000,2017-10-10 15:45:45.000,590.0,Gulf of Mexico & Caribs,2025-02-19,Saint Lucia,83.67
9521447,Nordtulip,Aframax,2017-09-01,2017-05-19 07:58:16.000,2017-11-18 00:00:00.000,588.0,Gulf of Mexico & Caribs,2025-02-19,United States,76.78
9242120,Nyantara,Aframax,2017-09-01,2017-09-03 20:08:45.400,2017-10-08 00:00:00.000,630.0,Gulf of Mexico & Caribs,2025-02-19,Russia,86.96
9185279,Petroleum 115,Aframax,2017-09-01,2016-12-07 03:17:00.000,2018-10-04 21:11:31.500,609.0,South East Asia,2025-02-19,Indonesia,82.19
9379612,Sand,Aframax,2017-09-01,2017-09-13 19:42:23.000,2017-10-02 11:54:24.000,646.0,Gulf of Mexico & Caribs,2025-02-19,Saudi Arabia,88.25
9370850,Syros Warrior,Aframax,2017-09-01,2017-09-30 17:58:30.000,2017-10-30 00:00:00.000,600.0,"Korea, Japan & Russian Pacific",2025-02-19,Russia,81.17
9773040,Victory Venture,Aframax,2017-09-01,2017-09-16 11:07:29.000,2017-10-14 19:34:00.000,638.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,92.44
9180267,W Stars,Aframax,2017-09-01,2016-11-26 15:00:22.000,2017-10-15 21:00:22.000,593.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,94.22
9313254,Mampu 1,MR2,2017-09-01,2016-11-14 03:40:38.000,2019-01-11 04:15:20.200,311.0,Singapore / Malaysia,2025-02-19,Unknown,43.87
9665803,Morning Swan,Panamax,2017-09-01,2017-09-11 23:58:28.000,2017-10-23 12:42:07.215,467.0,Singapore / Malaysia,2025-02-19,Qatar,56.04
8801280,Song Doc Pride Mv 19,Panamax,2017-09-01,2017-02-25 17:01:27.800,2017-12-02 19:54:21.800,365.0,West Africa,2025-02-19,Unknown,51.49
9761956,Sunrise,Panamax,2017-09-01,2017-09-20 03:59:15.000,2017-10-26 04:54:53.000,432.0,Arabian Gulf & Rea Sea,2025-02-19,Qatar,51.84
9000194,Navarino,Suezmax,2017-09-01,2017-07-22 14:44:04.000,2019-06-18 12:00:00.000,922.0,West Africa,2025-02-19,Nigeria,125.57
9500936,Bukha,VLCC,2017-09-01,2017-09-02 22:52:17.400,2017-10-02 00:00:00.000,2061.0,Arabian Gulf & Rea Sea,2025-02-19,Kuwait,284.56
9116931,Concord M,VLCC,2017-09-01,2017-05-23 16:00:56.000,2018-06-11 23:51:47.000,1945.0,Singapore / Malaysia,2025-02-19,Unknown,274.35
9077874,Crown,VLCC,2017-09-01,2017-06-22 16:23:54.383,2017-12-05 20:10:00.000,1925.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,271.53
9179646,Crown,VLCC,2017-09-01,2016-10-22 21:01:43.400,2018-03-21 09:32:05.000,2008.0,Singapore / Malaysia,2025-02-19,Unknown,283.24
9385843,DHT Peony,VLCC,2017-09-01,2017-09-14 10:56:01.000,2017-10-21 00:01:54.000,2065.0,Gulf of Mexico & Caribs,2025-02-19,Saudi Arabia,286.79
9148635,DS Velvet,VLCC,2017-09-01,2017-08-25 12:00:46.000,2017-10-18 01:00:46.000,1945.0,China & Taiwan,2025-02-19,Malaysia,251.07
9202716,Delta Millennium,VLCC,2017-09-01,2017-08-17 07:58:44.000,2017-10-02 23:51:22.000,1945.0,Singapore / Malaysia,2025-02-19,Nigeria,253.83
9722924,Front Cloud,VLCC,2017-09-01,2017-08-11 23:59:10.000,2017-11-12 00:00:00.000,1932.0,Singapore / Malaysia,2025-02-19,Unknown,272.52
9183350,Northern S,VLCC,2017-09-01,2015-11-16 18:06:17.167,2018-02-01 08:05:00.000,1814.0,Singapore / Malaysia,2025-02-19,Unknown,255.88
9246633,Sa Oceania,VLCC,2017-09-01,2017-06-09 03:59:47.000,2017-10-02 03:57:44.000,2849.0,Arabian Gulf & Rea Sea,2025-02-19,Unknown,401.87
9470131,Advantage Award,Aframax,2017-10-01,2017-10-21 09:10:29.000,2017-12-07 18:05:52.000,647.0,Gulf of Mexico & Caribs,2025-02-19,Brazil,93.61
9288693,Andaman Skies,Aframax,2017-10-01,2016-11-22 04:52:42.000,2018-03-29 15:04:17.000,619.0,Baltic,2025-02-19,Russia,85.44
9439670,Captain A. Stellatos,Aframax,2017-10-01,2017-10-22 19:59:40.000,2017-12-06 00:00:00.000,590.0,India & Pakistan,2025-02-19,United Arab Emirates,77.76
9395331,Corossol,Aframax,2017-10-01,2017-09-03 15:55:10.000,2017-11-03 23:30:27.000,596.0,Gulf of Mexico & Caribs,2025-02-19,Mexico,88.33
9436020,Crude Centurion,Aframax,2017-10-01,2017-10-21 15:59:13.000,2017-12-15 15:56:00.000,629.0,Mediterranean,2025-02-19,Iraq,94.66
9110183,Morning Sun,Aframax,2017-10-01,2017-10-30 03:58:55.000,2017-11-25 01:00:00.000,550.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,79.69
9249180,New Friendship,Aframax,2017-10-01,2017-10-13 23:05:10.000,2017-11-18 15:07:34.000,584.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,86.84
9521447,Nordtulip,Aframax,2017-10-01,2017-05-19 07:58:16.000,2017-11-18 00:00:00.000,588.0,Gulf of Mexico & Caribs,2025-02-19,United States,76.78
9185279,Petroleum 115,Aframax,2017-10-01,2016-12-07 03:17:00.000,2018-10-04 21:11:31.500,609.0,South East Asia,2025-02-19,Indonesia,82.19
9333254,Culture,MR2,2017-10-01,2017-10-18 07:33:47.000,2017-11-20 06:38:35.000,320.0,China & Taiwan,2025-02-19,Unknown,45.14
9313254,Mampu 1,MR2,2017-10-01,2016-11-14 03:40:38.000,2019-01-11 04:15:20.200,311.0,Singapore / Malaysia,2025-02-19,Unknown,43.87
9697234,Marlin Ametrine,MR2,2017-10-01,2017-10-05 07:42:19.000,2017-11-06 15:25:11.000,328.0,China & Taiwan,2025-02-19,Unknown,46.27
9299147,Fanta,Panamax,2017-10-01,2017-10-24 23:29:10.000,2017-11-26 23:57:22.000,380.0,China & Taiwan,2025-02-19,Unknown,53.60
9297436,Felicity,Panamax,2017-10-01,2017-10-18 11:59:26.000,2017-11-24 03:57:02.000,414.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,62.55
9301744,Ice Victory,Panamax,2017-10-01,2017-10-30 15:47:00.000,2018-01-09 11:57:41.000,411.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,62.10
